timestamp,videoWidth,videoHeight,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y
2025-03-08 14:28:35.182196,1920,1080,955.2213478088379,626.6088724136353,982.0582580566406,559.9104452133179,1000.8041381835938,561.9163084030151,1020.6369781494141,565.6000542640686,930.5087471008301,559.6528244018555,912.9434394836426,561.5422368049622,895.4220771789551,565.0769591331482,1054.4191360473633,591.5092277526855,860.8697319030762,591.5313076972961,991.7288589477539,685.2202463150024,924.8212623596191,690.3976392745972,1228.8660049438477,906.0381031036377,672.8780364990234,902.5262331962585
2025-03-08 14:28:35.366376,1920,1080,954.0781402587891,621.6816329956055,981.5790939331055,557.6873874664307,1000.6319046020508,559.9551200866699,1020.5051422119141,563.6018514633179,929.4446182250977,555.4732775688171,911.9845390319824,556.4369416236877,894.6427345275879,558.6995887756348,1053.2855987548828,589.4824433326721,860.434627532959,584.5859098434448,990.5637359619141,683.1708025932312,920.7967758178711,685.5863356590271,1232.6749420166016,905.9465003013611,656.5336990356445,903.6599063873291
2025-03-08 14:28:35.467860,1920,1080,953.7442016601562,613.3840799331665,981.5800094604492,552.4212884902954,1000.7402801513672,555.4557037353516,1020.6495666503906,559.5751261711121,929.2480087280273,548.1202054023743,911.795654296875,548.6474204063416,894.4906997680664,550.3683686256409,1052.8779602050781,586.4092111587524,860.3067970275879,577.434389591217,990.3215789794922,678.2591414451599,919.6528244018555,678.2391858100891,1235.8369445800781,908.45370054245,647.4747848510742,908.0174446105957
2025-03-08 14:28:35.566686,1920,1080,952.6994705200195,605.9915471076965,980.8696746826172,547.4277448654175,1000.6329345703125,550.4850769042969,1020.6566619873047,554.3291115760803,927.1540260314941,542.8165125846863,909.8360824584961,543.251223564148,892.8469276428223,544.6798539161682,1052.721061706543,581.3147306442261,859.4947242736816,570.9492588043213,990.0462341308594,671.7594623565674,918.7881088256836,669.6925735473633,1242.7214813232422,909.4307541847229,644.1852378845215,909.6612739562988
2025-03-08 14:28:35.667050,1920,1080,950.3196144104004,595.5168342590332,979.8113250732422,539.2530477046967,1000.5154037475586,542.6609230041504,1020.7279586791992,546.8230891227722,923.5430145263672,534.6799886226654,906.1954879760742,535.3440606594086,889.4904899597168,536.8298864364624,1052.7194595336914,574.6028137207031,858.6162757873535,563.6664175987244,989.5734786987305,662.508544921875,917.307300567627,659.3242692947388,1245.7110214233398,909.4191670417786,642.6243782043457,910.2145600318909
2025-03-08 14:28:35.767185,1920,1080,949.6476173400879,586.2729978561401,979.7831726074219,532.5765359401703,1000.9443283081055,536.2894427776337,1022.0489501953125,540.7626914978027,921.9386100769043,528.1406879425049,904.3422317504883,529.0880656242371,887.570686340332,530.7816231250763,1053.1813430786133,570.0638723373413,857.6712799072266,557.8205752372742,989.6903228759766,654.1112780570984,916.4344596862793,648.3462238311768,1245.5570983886719,908.7102913856506,641.7324256896973,911.6220760345459
2025-03-08 14:28:35.866425,1920,1080,949.6491622924805,586.846432685852,979.7930145263672,531.4816796779633,1001.1472320556641,534.9170422554016,1022.398681640625,539.1245591640472,921.7819404602051,527.8213977813721,904.1690826416016,528.9616692066193,887.3824882507324,530.8518218994141,1053.4149169921875,568.0829858779907,857.6194953918457,557.9182934761047,990.1224517822266,653.8795351982117,916.4555168151855,649.0857410430908,1249.1948318481445,908.6118650436401,642.4173545837402,911.6635966300964
2025-03-08 14:28:35.970574,1920,1080,950.9323883056641,587.0682621002197,981.3521575927734,531.6570961475372,1002.8839874267578,535.3877055644989,1024.0149307250977,539.6966099739075,922.9269218444824,528.6413490772247,905.2752685546875,529.8773109912872,888.303050994873,531.8745803833008,1055.0349426269531,568.3787798881531,857.900505065918,558.948712348938,990.8734130859375,654.0689849853516,917.0940399169922,649.3458724021912,1249.379768371582,909.4289517402649,642.8882789611816,911.9316458702087
2025-03-08 14:28:36.069587,1920,1080,951.9086265563965,588.4933519363403,982.03857421875,532.0703709125519,1003.5758972167969,535.8227062225342,1024.625587463379,540.2106285095215,924.0103912353516,528.8540053367615,906.5160942077637,530.2235090732574,889.559383392334,532.4624025821686,1056.2053298950195,568.821280002594,858.5464668273926,559.713785648346,991.6458892822266,655.022349357605,917.8792190551758,651.1404633522034,1249.4288635253906,909.7608590126038,643.3847808837891,911.9209599494934
2025-03-08 14:28:36.169895,1920,1080,952.5824546813965,589.580225944519,983.1422424316406,532.5273549556732,1004.9613189697266,536.179815530777,1026.0859680175781,540.5371928215027,924.7540855407715,529.3283700942993,907.3413276672363,530.7121002674103,890.5007171630859,533.0176842212677,1057.6599884033203,568.7799525260925,859.8958396911621,560.0713777542114,992.4886322021484,655.3758859634399,918.449592590332,651.870710849762,1249.7626876831055,909.7270631790161,642.8672218322754,911.5656852722168
2025-03-08 14:28:36.269403,1920,1080,956.8916702270508,587.4049973487854,987.1733093261719,531.8653106689453,1008.7395858764648,535.7499969005585,1029.4293594360352,540.3124022483826,929.2814826965332,527.9021537303925,911.952953338623,529.3412446975708,894.9694061279297,531.8694305419922,1059.9232864379883,568.8338327407837,863.2858657836914,559.9441766738892,996.2528228759766,653.760187625885,923.9116287231445,648.359227180481,1249.643783569336,909.2861723899841,644.2642593383789,912.279839515686
2025-03-08 14:28:36.369472,1920,1080,964.0657424926758,588.41224193573,996.2075042724609,532.2246730327606,1017.912712097168,536.1067521572113,1038.4810638427734,540.6721830368042,936.2897872924805,528.3062875270844,918.2492065429688,529.8042476177216,900.6760597229004,532.4271261692047,1068.9978790283203,568.8921546936035,866.6094589233398,560.0384831428528,1002.9044723510742,653.914361000061,931.7332077026367,649.121081829071,1251.0479736328125,909.7317624092102,644.542064666748,912.3689317703247
